Title,DOI,Author,Relevant_methods,Relevant_simulation,Review_paper,Emma_Notes,Kate_Notes,Jonathan_Notes,Rhian_Notes,Paul_Notes
Bayesian variable selection in hierarchical difference-in-differences models,https://doi.org/10.1177/09622802211051087,"Normington JP, Lock EF, Murray TA, Carlin CS.",1,0,0,,,,,
Complete effect decomposition for an arbitrary number of multiple ordered mediators with time-varying confounders: A method for generalized causal multi-mediation analysis,https://doi.org/10.1177/09622802221130580,"Tai, AS; Lin, SH",1,0,0,"Mediation, time-varying confounders",,,,
Estimation of the average treatment effect with variable selection and measurement error simultaneously addressed for potential confounders,https://doi.org/10.1177/09622802221146308,"Yi, GY; Chen, LP",1,0,0,,,,,
Robust weights that optimally balance confounders for estimating marginal hazard ratios,https://doi.org/10.1177/09622802221146310,"Santacatterina, M",0,0,0,,,,,
Controlling for time-dependent confounding using marginal structural models,https://doi.org/10.1177/1536867X0400400403,"Fewell, Z; Hernán, MA; Wolfe, F; Tilling, K; Choi, H; Sterne, JAC",1,0,0,"Time-varying confounding, MSMs",,,,
gformula: Estimating causal effects in the presence of time-varying confounding or mediation using the g-computation formula,https://doi.org/10.1177/1536867X1101100401,"Daniel, RM; De Stavola, BL; Cousens, SN",1,0,0,"Time-varying confounding, mediation, Rhian Daniel, Stata",,,,
Confounding due to changing background risk in adaptively randomized trials,https://doi.org/10.1177/1740774511406950,"Lipsky, AM; Greenland, S",0,0,0,,,,,
Adjusting for Baseline Measurements of the Mediators and Outcome as a First Step Toward Eliminating Confounding Biases in Mediation Analysis,https://doi.org/10.1177/17456916221134573,"Loh, WW; Ren, DN",1,0,0,Mediation,,,,
A Tutorial on Causal Inference in Longitudinal Data With Time-Varying Confounding Using G-Estimation,https://doi.org/10.1177/25152459231174029,"Loh, WW; Ren, DN",0,0,0,Application,,,,
Using the realized relationship matrix to disentangle confounding factors for the estimation of genetic variance components of complex traits,https://doi.org/10.1186/1297-9686-42-22,"Lee SH, Goddard ME, Visscher PM, van der Werf JH.",0,0,0,Application,,,,
Detecting disease-associated genes with confounding variable adjustment and the impact on genomic meta-analysis: with application to major depressive disorder,https://doi.org/10.1186/1471-2105-13-52,"Wang X, Lin Y, Song C, Sibille E, Tseng GC.",0,0,0,Application,,,,
Robust tests for matched case-control genetic association studies,https://doi.org/10.1186/1471-2156-11-91,"Zang Y, Fung WK.",0,0,0,,,,,
"Relative importance of climatic, geographic and socio-economic determinants of malaria in Malawi",https://doi.org/10.1186/1475-2875-12-416,"Lowe R, Chirombo J, Tompkins AM.",0,0,0,Application,,,,
Developing a spatial-statistical model and map of historical malaria prevalence in Botswana using a staged variable selection procedure,https://doi.org/10.1186/1476-072X-6-44,"Craig MH, Sharp BL, Mabaso ML, Kleinschmidt I.",0,0,0,Application,,,,
Purposeful selection of variables in logistic regression,https://doi.org/10.1186/1751-0473-3-17,"Bursac Z, Gauss CH, Williams DK, Hosmer DW.",0,0,0,,,,,
Statistical assessment of the global regulatory role of histone acetylation in Saccharomyces cerevisiae,https://doi.org/10.1186/gb-2006-7-8-R70,"Yuan GC, Ma P, Zhong W, Liu JS.",0,0,0,Application,,,,
Feature selection and causal analysis for microbiome studies in the presence of confounding using standardization,https://doi.org/10.1186/s12859-021-04232-2,"Goren, E; Wang, C; He, ZL; Sheflin, AM; Chiniquy, D; Prenni, JE; Tringe, S; Schachtman, DP; Liu, P",0,0,0,Application,,,,
Identification of confounder in epidemiologic data contaminated by measurement error in covariates,https://doi.org/10.1186/s12874-016-0159-6,"Lee, PH; Burstyn, I",1,0,0,Measurement error,,,,
Noncollapsibility and its role in quantifying confounding bias in logistic regression,https://doi.org/10.1186/s12874-021-01316-8,"Schuster, NA; Twisk, JWR; ter Riet, G; Heymans, MW; Rijnhart, JJM",1,0,0,,,,,
"Methodological perspectives on the study of the health effects of unemployment - reviewing the mode of unemployment, the statistical analysis method and the role of confounding factors",https://doi.org/10.1186/s12874-022-01670-1,"Norström, F; Hammarström, A",0,0,0,Application,,,,
"Comparing g-computation, propensity score-based weighting, and targeted maximum likelihood estimation for analyzing externally controlled trials with both measured and unmeasured confounders: a simulation study",https://doi.org/10.1186/s12874-023-01835-6,"Ren, JM; Cislo, P; Cappelleri, JC; Hlavacek, P; DiBonaventura, M",1,1,1,Key,,,,
Frameworks for estimating causal effects in observational settings: comparing confounder adjustment and instrumental variables,https://doi.org/10.1186/s12874-023-01936-2,"Zawadzki, RS; Grill, JD; Gillen, DL",1,0,0,Figure 6,,,,
Association between ambient air pollutants and upper respiratory tract infection and pneumonia disease burden in Thailand from 2000 to 2022: a high frequency ecological analysis,https://doi.org/10.1186/s12879-023-08185-0,"Choo ELW, Janhavi A, Koo JR, Yim SHL, Dickens BL, Lim JT.",0,0,0,Application,,,,
Perioperative blood transfusion does not affect recurrence-free and overall survivals after curative resection for intrahepatic cholangiocarcinoma: a propensity score matching analysis,https://doi.org/10.1186/s12885-017-3745-z,"Zhou PY, Tang Z, Liu WR, Tian MX, Jin L, Jiang XF, Wang H, Tao CY, Ding ZB, Peng YF, Qiu SJ, Dai Z, Zhou J, Fan J, Shi YH.",0,0,0,Application,,,,
Assignment of unimodal probability distribution models for quantitative morphological phenotyping,https://doi.org/10.1186/s12915-022-01283-6,"Ghanegolmohammadi F, Ohnuki S, Ohya Y.",0,0,0,Application,,,,
A geographic identifier assignment algorithm with Bayesian variable selection to identify neighborhood factors associated with emergency department visit disparities for asthma,https://doi.org/10.1186/s12942-020-00203-7,"Bozigar M, Lawson A, Pearce J, King K, Svendsen E.",0,0,0,Application,,,,
Confounding of linkage disequilibrium patterns in large scale DNA based gene-gene interaction studies,https://doi.org/10.1186/s13040-019-0199-7,"Joiret, M; John, JMM; Gusareva, ES; Van Steen, K",0,0,0,Application,,,,
"Model selection, confounder control, and marginal structural models: Review and new applications",https://doi.org/10.1198/000313004X5824,"Joffe, MM; Ten Have, TR; Feldman, HI; Kimmel, SE",1,0,1,MSMs,,,,
The impact of prior distributions for uncontrolled confounding and response bias: A case study of the relation of wire codes and magnetic fields to childhood leukemia,https://doi.org/10.1198/01621450338861905,"Greenland, S",0,0,0,Application,,,,
"Bias, Confounding, and Interaction: Lions and Tigers, and Bears, Oh My!",https://doi.org/10.1213/ANE.0000000000002332,"Vetter, TR; Mascha, EJ",0,0,0,Basic concepts,,,,
The Importance of Scale for Spatial-Confounding Bias and Precision of Spatial Regression Estimators,https://doi.org/10.1214/10-STS326,"Paciorek, CJ",0,0,0,,,,,
Standardization and Control for Confounding in Observational Studies: A Historical Perspective,https://doi.org/10.1214/13-STS453,"Keiding, N; Clayton, D",0,0,0,,,,,
Regularization and Confounding in Linear Regression for Treatment Effect Estimation,https://doi.org/10.1214/16-BA1044,"Hahn, PR; Carvalho, CM; Puelz, D; He, JY",0,0,1,"Standardization, weighting",,,,
EXTENDED SENSITIVITY ANALYSIS FOR HETEROGENEOUS UNMEASURED CONFOUNDING WITH AN APPLICATION TO SIBLING STUDIES OF RETURNS TO EDUCATION,https://doi.org/10.1214/18-AOAS1215,"Fogarty, CB; Hasegawa, RB",0,0,0,Specific use-case,,,,
A ROBUST AND EFFICIENT APPROACH TO CAUSAL INFERENCE BASED ON SPARSE SUFFICIENT DIMENSION REDUCTION,https://doi.org/10.1214/18-AOS1722,"Ma S, Zhu L, Zhang Z, Tsai CL, Carroll RJ.",1,0,0,"Robust, efficient",,,,
High-Dimensional Confounding Adjustment Using Continuous Spike and Slab Priors,https://doi.org/10.1214/18-BA1131,"Antonelli, J; Parmigiani, G; Dominici, F",1,0,0,,,,,
High-Dimensional Confounding Adjustment Using Continuous Spike and Slab Priors,https://doi.org/10.1214/18-ba1131,"Antonelli J, Parmigiani G, Dominici F.",1,0,0,,,,,
A CAUSAL EXPOSURE RESPONSE FUNCTION WITH LOCAL ADJUSTMENT FOR CONFOUNDING: ESTIMATING HEALTH EFFECTS OF EXPOSURE TO LOW LEVELS OF AMBIENT FINE PARTICULATE MATTER,https://doi.org/10.1214/20-AOAS1330,"Papadogeorgou, G; Dominici, F",0,0,0,Application,,,,
MITIGATING UNOBSERVED SPATIAL CONFOUNDING WHEN ESTIMATING THE EFFECT OF SUPERMARKET ACCESS ON CARDIOVASCULAR DISEASE DEATHS,https://doi.org/10.1214/20-AOAS1377,"Schnell, PM; Papadogeorgou, G",0,0,0,Application,,,,
ESTIMATION OF THE MARGINAL EFFECT OF ANTIDEPRESSANTS ON BODY MASS INDEX UNDER CONFOUNDING AND ENDOGENOUS COVARIATE-DRIVEN MONITORING TIMES,https://doi.org/10.1214/21-AOAS1570,"Coulombe, J; Moodie, EEM; Platt, RW; Renoux, C",0,0,0,Application,,,,
DOUBLY DEBIASED LASSO: HIGH-DIMENSIONAL INFERENCE UNDER HIDDEN CONFOUNDING,https://doi.org/10.1214/21-AOS2152,"Guo, ZJ; Cevid, D; Bühlmann, P",1,0,0,"Hidden confounding, doubly-debiased",,,,
BOUNDS ON THE CONDITIONAL AND AVERAGE TREATMENT EFFECT WITH UNOBSERVED CONFOUNDING FACTORS,https://doi.org/10.1214/22-AOS2195,"Yadlowsky, S; Namkoong, H; Basu, S; Duchi, J; Tian, L",1,0,0,Unobserved confounding,,,,
Bias and Confounding: Pharmacoepidemiological Study Using Administrative Database,https://doi.org/10.1248/yakushi.15-00006,"Nojiri, S",0,0,0,Application,,,,
Confounding by Socioeconomic Status in Epidemiological Studies of Air Pollution and Health: Challenges and Opportunities,https://doi.org/10.1289/EHP7980,"Hajat, A; MacLehose, RF; Rosofsky, A; Walker, KD; Clougherty, JE",0,0,0,Application,,,,
Interpreting population- and family-based genome-wide association studies in the presence of confounding,https://doi.org/10.1371/journal.pbio.3002511,"Veller, C; Coop, GM",1,0,0,GWAS,,,,
Identification of key somatic oncogenic mutation based on a confounder-free causal inference model,https://doi.org/10.1371/journal.pcbi.1010529,"Liu, YJ; Sun, J; Sun, HY; Chang, Y",0,0,0,Application,,,,
Genetic sensitivity analysis: Adjusting for genetic confounding in epidemiological associations,https://doi.org/10.1371/journal.pgen.1009590,"Pingault, JB; Rijsdijk, F; Schoeler, T; Choi, SW; Selzam, S; Krapohl, E; O'Reilly, PF; Dudbridge, F",1,0,0,Genetic,,,,
Estimating age-stratified influenza-associated invasive pneumococcal disease in England: A time-series model based on population surveillance data,https://doi.org/10.1371/journal.pmed.1002829,"Chiavenna C, Presanis AM, Charlett A, de Lusignan S, Ladhani S, Pebody RG, De Angelis D.",0,0,0,Application,,,,
Model selection in time series studies of influenza-associated mortality,https://doi.org/10.1371/journal.pone.0039423,"Wang XL, Yang L, Chan KP, Chiu SS, Chan KH, Peiris JS, Wong CM.",0,0,0,Application,,,,
Confounding Effects of Phase Delays on Causality Estimation,https://doi.org/10.1371/journal.pone.0053588,"Vakorin, VA; Misic, B; Krakovska, O; Bezgin, G; McIntosh, AR",0,0,0,Application,,,,
Model selection approach suggests causal association between 25-hydroxyvitamin D and colorectal cancer,https://doi.org/10.1371/journal.pone.0063475,"Zgaga L, Agakov F, Theodoratou E, Farrington SM, Tenesa A, Dunlop MG, McKeigue P, Campbell H.",0,0,0,Application,,,,
Selection of higher order regression models in the analysis of multi-factorial transcription data,https://doi.org/10.1371/journal.pone.0091840,"Prazeres da Costa O, Hoffman A, Rey JW, Mansmann U, Buch T, Tresch A.",0,0,0,Application,,,,
Is Geo-Environmental Exposure a Risk Factor for Multiple Sclerosis? A Population-Based Cross-Sectional Study in South-Western Sardinia,https://doi.org/10.1371/journal.pone.0163313,"Monti MC, Guido D, Montomoli C, Sardu C, Sanna A, Pretti S, Lorefice L, Marrosu MG, Valera P, Cocco E.",0,0,0,Application,,,,
Using Rich Data on Comorbidities in Case-Control Study Design with Electronic Health Record Data Improves Control of Confounding in the Detection of Adverse Drug Reactions,https://doi.org/10.1371/journal.pone.0164304,"Backenroth, D; Chase, H; Friedman, C; Wei, Y",0,0,0,Specific use-case,,,,
Prognosis impact of clinical characteristics in patients with inoperable esophageal squamous cell carcinoma,https://doi.org/10.1371/journal.pone.0182660,"Yang Y, Jia J, Sun Z, Du F, Yu J, Liu C, Xiao Y, Zhang X.",0,0,0,Application,,,,
"Disentangling personalized treatment effects from ""time-of-the-day"" confounding in mobile health studies",https://doi.org/10.1371/journal.pone.0271766,"Neto, EC; Perumal, TM; Pratap, A; Tediarjo, A; Bot, BM; Mangravite, L; Omberg, L",0,0,0,Application,,,,
Performance of modeling and balancing approach methods when using weights to estimate treatment effects in observational time-to-event settings,https://doi.org/10.1371/journal.pone.0289316,"Barros GWF, Eriksson M, Häggström J.",0,0,0,,,,,
Double Bias: Estimation of Causal Effects from Length-Biased Samples in the Presence of Confounding,https://doi.org/10.1515/ijb-2014-0037,"Ertefaie, A; Asgharian, M; Stephens, DA",1,0,0,Double-bias,,,,
"Variable Selection for Confounder Control, Flexible Modeling and Collaborative Targeted Minimum Loss-Based Estimation in Causal Inference",https://doi.org/10.1515/ijb-2015-0017,"Schnitzer, ME; Lok, JJ; Gruber, S",1,0,0,Ml-based,,,,
Detecting Confounding in Multivariate Linear Models via Spectral Analysis,https://doi.org/10.1515/jci-2017-0013,"Janzing, D; Schölkopf, B",1,0,0,Identification,,,,
Double machine learning and automated confounder selection: A cautionary tale,https://doi.org/10.1515/jci-2022-0078,"Hünermund, P; Louw, B; Caspi, I",1,0,0,Ml-based,,,,
Finding causative genes from high-dimensional data: an appraisal of statistical and machine learning approaches,https://doi.org/10.1515/sagmb-2015-0072,"Wang C, Gevertz JL.",0,0,0,Specific use-case,,,,
A Bayesian hierarchical model for identifying significant polygenic effects while controlling for confounding and repeated measures,https://doi.org/10.1515/sagmb-2017-0044,"McMahan C, Baurley J, Bridges W, Joyner C, Kacamarga MF, Lund R, Pardamean C, Pardamean B.",1,0,0,"Genetic, hierarchical",,,,
Likelihood-free inference of population structure and local adaptation in a Bayesian hierarchical model,https://doi.org/10.1534/genetics.109.112391,"Bazin E, Dawson KJ, Beaumont MA.",0,0,0,,,,,
High-resolution genetic mapping of complex traits from a combined analysis of F2 and advanced intercross mice,https://doi.org/10.1534/genetics.114.167056,"Parker CC, Carbonetto P, Sokoloff G, Park YJ, Abney M, Palmer AA.",0,0,0,Application,,,,
Modeling Heterogeneity in the Genetic Architecture of Ethnically Diverse Groups Using Random Effect Interaction Models,https://doi.org/10.1534/genetics.119.301909,"Veturi Y, de Los Campos G, Yi N, Huang W, Vazquez AI, Kühnel B.",0,0,0,Application,,,,
Use of causal diagrams in Epidemiology: application to a situation with confounding,https://doi.org/10.1590/0102-311X00103115,"Cortes, TR; Faerstein, E; Struchiner, CJ",0,0,0,Basic concepts,,,,
Robust Text Classification under Confounding Shift,https://doi.org/10.1613/jair.1.11248,"Landeiro, V; Culotta, A",0,0,0,Specific use-case,,,,
Modeling and variable selection in epidemiologic analysis,https://doi.org/10.2105/ajph.79.3.340,Greenland S.,1,0,0,Basic concepts,,,,
Control of confounding in the analysis phase - an overview for clinicians,https://doi.org/10.2147/CLEP.S129886,"Kahlert, J; Gribsholt, SB; Gammelager, H; Dekkers, OM; Luta, G",0,0,0,Basic concepts,,,,
Adjusting for confounding by indication in observational studies: a case study in traumatic brain injury,https://doi.org/10.2147/CLEP.S154500,"Cnossen, MC; van Essen, TA; Ceyisakar, IE; Polinder, S; Andriessen, TM; van der Naalt, J; Haitsma, L; Horn, J; Franschman, G; Vos, PE; Peul, WC; Menon, DK; Maas, AIR; Steyerberg, EW; Lingsma, HF",0,0,0,Application,,,,
Automated data-adaptive analytics for electronic healthcare data to study causal treatment effects,https://doi.org/10.2147/CLEP.S166545,Schneeweiss S.,1,0,0,"Data-based, EHR",,,,
Modeling determinants of satisfaction with health care in youth with inflammatory bowel disease part 2: semiparametric distributional regression,https://doi.org/10.2147/CLEP.S191458,"Otto-Sobotka F, Peplies J, Timmer A.",0,0,0,Application,,,,
Bayesian Model Averaging to Account for Model Uncertainty in Estimates of a Vaccine's Effectiveness,https://doi.org/10.2147/CLEP.S378039,"Oliveira CR, Shapiro ED, Weinberger DM.",0,0,0,Specific use-case,,,,
Is a Cutoff of 10% Appropriate for the Change-in-Estimate Criterion of Confounder Identification?,https://doi.org/10.2188/jea.JE20130062,"Lee, PH",1,0,0,theory,,,,
Effects of Omitting Non-confounding Predictors From General Relative-Risk Models for Binary Outcomes,https://doi.org/10.2188/jea.JE20170226,"Cologne, J; Furukawa, K; Grant, EJ; Abbott, RD",1,0,0,theory,,,,
Causal Modeling to Mitigate Selection Bias and Unmeasured Confounding in Internet-Based Epidemiology of COVID-19: Model Development and Validation,https://doi.org/10.2196/31306,"Stockham, N; Washington, P; Chrisman, B; Paskov, K; Jung, JY; Wall, DP",1,0,0,Relevant application,,,,
Meta-Analysis of Observational Studies with Unmeasured Confounders,https://doi.org/10.2202/1557-4679.1350,"McCandless, LC",1,0,1,Unmeasured,,,,
How to Apply Multiple Imputation in Propensity Score Matching with Partially Observed Confounders: A Simulation Study and Practical Recommendations,https://doi.org/10.22237/jmasm/1608552120,"Ling, A; Montez-Rath, M; Mathur, M; Kapphahn, K; Desai, M",1,1,0,Missingness,,,,
Assessing the sensitivity of regression results to unmeasured confounders in observational studies,https://doi.org/10.2307/2533848,"Lin, DY; Psaty, BM; Kronmal, RA",1,0,0,Unmeasured,,,,
SELECTING CONFOUNDERS FROM COVARIATES,https://doi.org/10.2307/2983362,"RAAB, GM",1,0,0,Basic concepts,,,,
Methods for Variable Selection and Treatment Effect Estimation in Nonrandomized Studies with Few Outcome Events and Many Confounders,https://doi.org/10.25302/3.2018.ME.13035796,"Franklin JM, Eddings W, Gopalakrishnan C, Glynn RJ, Austin PC, Stuart EA, Schneeweiss S.",0,0,0,Not a paper,,,,
Methods for Improving Confounding Control in Comparative Effectiveness Research Using Electronic Healthcare Databases,https://doi.org/10.25302/7.2019.ME.13035638,"Wyss R, Schneeweiss S, van der Laan M, Lendle SD, Ju C, Franklin JM.",0,0,0,Not a paper,,,,
Estimation of Indirect Effects in the Presence of Unmeasured Confounding for the Mediator-Outcome Relationship in a Multilevel 2-1-1 Mediation Model,https://doi.org/10.3102/1076998616636855,"Talloen, W; Moerkerke, B; Loeys, T; De Naeghel, J; Van Keer, H; Vansteelandt, S",1,0,0,"Unmeasured, mediation",,,,
Effects of platelet and plasma transfusion on outcome in traumatic brain injury patients with moderate bleeding diatheses,https://doi.org/10.3171/2012.11.JNS12622,"Anglin CO, Spence JS, Warner MA, Paliotta C, Harper C, Moore C, Sarode R, Madden C, Diaz-Arrastia R.",0,0,0,Application,,,,
On Associative Confounder Bias,https://doi.org/10.3233/978-1-61499-589-0-157,"Wijayatunga, P",1,0,0,Associative confounding,,,,
OntoBioStat: Supporting Causal Diagram Design and Analysis,https://doi.org/10.3233/SHTI220463,"Pressat Laffouilhère T, Grosjean J, Bénichou J, Darmoni SJ, Soualmia LF.",0,0,0,Software,,,,
SurvBoost: An R Package for High-Dimensional Variable Selection in the Stratified Proportional Hazards Model via Gradient Boosting,https://doi.org/10.32614/rj-2020-018,"Morris E, He K, Li Y, Li Y, Kang J.",0,0,0,Software,,,,
"Blood Hemoglobin Substantially Modulates the Impact of Gender, Morbid Obesity, and Hyperglycemia on COVID-19 Death Risk: A Multicenter Study in Italy and Spain",https://doi.org/10.3389/fendo.2021.741248,"Mayneris-Perxachs J, Russo MF, Ramos R, de Hollanda A, Arxé AA, Rottoli M, Arnoriaga-Rodríguez M, Comas-Cufí M, Bartoletti M, Verrastro O, Gudiol C, Fages E, Giménez M, Gil AG, Bernante P, Tinahones F, Carratalà J, Pagotto U, Hernández-Aguado I, Fernández-Aranda F, Meira F, Castro Guardiola A, Mingrone G, Fernández-Real JM; Obesity-T2DM Covid19 Study Group.",0,0,0,Application,,,,
High-Dimensional Mediation Analysis With Confounders in Survival Models,https://doi.org/10.3389/fgene.2021.688871,"Yu, ZS; Cui, YD; Wei, T; Ma, YR; Luo, CW",1,0,0,Mediation,,,,
Linear high-dimensional mediation models adjusting for confounders using propensity score method,https://doi.org/10.3389/fgene.2022.961148,"Luo, LH; Yan, YT; Cui, YD; Yuan, X; Yu, ZS",1,0,0,Mediation,,,,
"Confounding and Statistical Significance of Indirect Effects: Childhood Adversity, Education, Smoking, and Anxious and Depressive Symptomatology",https://doi.org/10.3389/fpsyg.2017.01317,"Sheikh, MA",0,0,0,Application,,,,
Developmental Trajectories in Diagnostic Reasoning: Understanding Data Are Confounded Develops Independently of Choosing Informative Interventions to Resolve Confounded Data,https://doi.org/10.3389/fpsyg.2022.800226,"Moeller, A; Sodian, B; Sobel, DM",0,0,0,Application,,,,
Causal Model Building in the Context of Cardiac Rehabilitation: A Systematic Review,https://doi.org/10.3390/ijerph20043182,"Akbari N, Heinze G, Rauch G, Sander B, Becher H, Dunkler D.",0,0,0,Application,,,,
Food Sources of Animal Protein in Relation to Overall and Cause-Specific Mortality-Causal Associations or Confounding? An Analysis of the EPIC-Heidelberg Cohort,https://doi.org/10.3390/nu15153322,"Bajracharya, R; Kaaks, R; Katzke, V",0,0,0,Application,,,,
The Confounder-Mediator Dilemma: Should We Control for Obesity to Estimate the Effect of Perfluoroalkyl Substances on Health Outcomes?,https://doi.org/10.3390/toxics8040125,"Inoue, K; Goto, A; Sugiyama, T; Ramlau-Hansen, CH; Liew, Z",0,0,0,Application,,,,
Direction dependence analysis: A framework to test the direction of effects in linear models with an implementation in SPSS,https://doi.org/10.3758/s13428-018-1031-x,"Wiedermann W, Li X.",1,0,0,Software,,,,
Confounder detection in linear mediation models: Performance of kernel-based tests of independence,https://doi.org/10.3758/s13428-019-01230-4,"Wiedermann, W; Li, XT",1,0,0,Mediation,,,,
[Matching in observational research: from the directed acyclic graph perspective],https://doi.org/10.3760/cma.j.cn112338-20200601-00793,"Luo T, Wang L, Tian T, Fu WH, Pei HL, Zheng YJ, Dai JH.",0,0,0,Basic concepts,,,,
Best (but oft-forgotten) practices: propensity score methods in clinical nutrition research,https://doi.org/10.3945/ajcn.115.125914,"Ali MS, Groenwold RH, Klungel OH.",0,0,0,Application,,,,
Determining the Probability Distribution and Evaluating Sensitivity and False Positive Rate of a Confounder Detection Method Applied To Logistic Regression,https://doi.org/10.4172/2155-6180.1000142,"Bliss R, Weinberg J, Webster T, Vieira V.",0,0,0,,,,,
Covariate selection criteria for controlling confounding bias in a causal study,https://doi.org/10.5351/KJAS.2016.29.5.849,"Thepepomma, S; Kim, JH",0,0,0,,,,,
SENSITIVITY ANALYSIS FOR UNMEASURED CONFOUNDING IN COARSE STRUCTURAL NESTED MEAN MODELS,https://doi.org/10.5705/ss.202016.0133,"Yang, S; Lok, JJ",1,0,0,,,,,
SEMIPARAMETRIC INFERENCE OF CAUSAL EFFECT WITH NONIGNORABLE MISSING CONFOUNDERS,https://doi.org/10.5705/ss.202018.0466,"Sun, ZH; Liu, L",1,0,0,Missingness,,,,
SEMIPARAMETRIC CAUSAL MEDIATION ANALYSIS WITH UNMEASURED MEDIATOR-OUTCOME CONFOUNDING,https://doi.org/10.5705/ss.202021.0354,"Sun, BL; Ye, T",1,0,0,"Unmeasured, mediation",,,,
Reporting on statistical methods to adjust for confounding:: A cross-sectional survey,https://doi.org/10.7326/0003-4819-136-2-200201150-00009,"Müllner, M; Matthews, H; Altman, DG",0,0,0,,,,,
Lipid Peroxidation With Implication of Organic Pollution in Autistic Behaviors,https://doi.org/10.7759/cureus.14188,"Yui K, Imataka G, Sasaki H, Shiroki R, Koshiba M.",0,0,0,Application,,,,
